trigger_team,2up_triggered,comeback_occurred
Utrecht,False,False
Feyenoord,True,False
Excelsior,False,False
Heracles,False,False
For Sittard,False,False
PSV Eindhoven,True,False
Waalwijk,False,False
Sparta Rotterdam,False,False
Heerenveen,False,False
Vitesse,False,False
Ajax,False,False
Volendam,False,False
Go Ahead Eagles,False,False
Zwolle,False,False
Twente,False,False
St. Gilloise,True,False
Anderlecht,False,False
Eupen,False,False
Westerlo,False,False
Charleroi,False,False
Oud-Heverlee Leuven,False,False
RWD Molenbeek,False,False
Genk,True,False
Antwerp,False,False
Cercle Brugge,False,False
Gent,False,False
Kortrijk,False,False
Club Brugge,False,False
Mechelen,False,False
St Truiden,False,False
Standard,False,False
Standard,False,False
St. Gilloise,False,False
Genk,False,False
Eupen,False,False
Cercle Brugge,True,False
Charleroi,False,False
Oud-Heverlee Leuven,False,False
RWD Molenbeek,False,False
Anderlecht,False,False
Antwerp,False,False
Mechelen,False,False
Gent,False,False
Westerlo,False,False
Club Brugge,False,False
Kortrijk,False,False
St Truiden,False,False
Antwerp,True,False
Kortrijk,False,False
RWD Molenbeek,False,False
Mechelen,False,False
St. Gilloise,True,False
Oud-Heverlee Leuven,False,False
St Truiden,False,False
Anderlecht,False,False
Cercle Brugge,False,False
Genk,False,False
Eupen,False,False
Club Brugge,True,False
Charleroi,False,False
Standard,False,False
Westerlo,False,False
Gent,True,False
Oud-Heverlee Leuven,False,False
Antwerp,False,False
Standard,False,False
Cercle Brugge,False,False
Mechelen,True,False
St. Gilloise,False,False
Anderlecht,False,False
Westerlo,False,False
Genk,False,False
Charleroi,False,False
Gent,False,False
St Truiden,False,False
Club Brugge,True,False
RWD Molenbeek,False,False
Kortrijk,False,False
Eupen,True,False
Westerlo,False,False
Mechelen,False,False
Eupen,True,False
Oud-Heverlee Leuven,False,False
Kortrijk,False,False
Standard,False,False
St Truiden,False,False
Cercle Brugge,True,False
Anderlecht,False,False
Charleroi,False,False
Oud-Heverlee Leuven,True,False
Kortrijk,False,False
Cercle Brugge,False,False
Westerlo,False,False
Mechelen,False,False
Eupen,False,False
Standard,False,False
RWD Molenbeek,False,False
Gent,False,False
Club Brugge,False,False
St. Gilloise,False,False
Antwerp,False,False
Genk,False,False
Anderlecht,False,False
Charleroi,False,False
St Truiden,False,False
Westerlo,False,False
Antwerp,True,False
RWD Molenbeek,False,False
Cercle Brugge,False,False
St. Gilloise,False,False
Genk,True,False
Club Brugge,True,False
Charleroi,False,False
Eupen,False,False
Standard,True,False
Kortrijk,False,False
Anderlecht,False,False
Oud-Heverlee Leuven,False,False
Gent,False,False
St Truiden,True,False
Mechelen,False,False
Standard,False,False
Westerlo,False,False
Charleroi,False,False
Kortrijk,False,False
Mechelen,False,False
Oud-Heverlee Leuven,False,False
Antwerp,False,False
RWD Molenbeek,False,False
Genk,False,False
St Truiden,False,False
Cercle Brugge,False,False
St. Gilloise,True,False
Anderlecht,False,False
Club Brugge,False,False
Gent,False,False
Eupen,False,False
Antwerp,False,False
Gent,False,False
RWD Molenbeek,False,False
St. Gilloise,False,False
Club Brugge,False,False
Genk,False,False
Kortrijk,False,False
Cercle Brugge,False,False
Eupen,False,False
Anderlecht,True,False
Oud-Heverlee Leuven,False,False
Standard,False,False
Mechelen,False,False
Antwerp,False,False
St. Gilloise,True,False
Charleroi,False,False
Genk,False,False
Westerlo,False,False
Club Brugge,False,False
St Truiden,False,False
RWD Molenbeek,False,False
Gent,False,False
Charleroi,False,False
RWD Molenbeek,False,False
Cercle Brugge,False,False
Oud-Heverlee Leuven,False,False
Westerlo,False,False
Kortrijk,False,False
Anderlecht,True,False
Mechelen,False,False
Standard,False,False
Club Brugge,False,False
Antwerp,True,False
Eupen,False,False
Gent,False,False
Genk,False,False
St Truiden,False,False
St. Gilloise,True,False
St. Gilloise,True,False
Eupen,False,False
Kortrijk,False,False
Club Brugge,False,False
RWD Molenbeek,False,False
Westerlo,False,False
Charleroi,False,False
Antwerp,False,False
Genk,True,False
Mechelen,False,False
Cercle Brugge,True,False
Gent,False,False
Standard,False,False
Anderlecht,False,False
Oud-Heverlee Leuven,True,False
St Truiden,False,False
St Truiden,False,False
RWD Molenbeek,False,False
Mechelen,False,False
Cercle Brugge,True,False
Eupen,True,False
Charleroi,False,False
Anderlecht,True,False
Oud-Heverlee Leuven,False,False
Club Brugge,False,False
Antwerp,False,False
Westerlo,False,False
St. Gilloise,True,False
Gent,True,False
Standard,False,False
Kortrijk,False,False
Genk,True,False
St Truiden,False,False
Eupen,False,False
RWD Molenbeek,False,False
Kortrijk,False,False
Oud-Heverlee Leuven,False,False
Westerlo,True,False
Antwerp,False,False
Genk,False,False
Cercle Brugge,False,False
Anderlecht,True,False
Standard,False,False
Mechelen,False,False
St. Gilloise,False,False
Club Brugge,False,False
Charleroi,False,False
Gent,True,False
Westerlo,False,False
St Truiden,False,False
Antwerp,True,False
Standard,False,False
Eupen,False,False
RWD Molenbeek,True,False
Mechelen,False,False
Charleroi,False,False
Club Brugge,False,False
Cercle Brugge,False,False
Genk,True,False
Oud-Heverlee Leuven,False,False
Gent,False,False
Anderlecht,False,False
St. Gilloise,True,False
Kortrijk,False,False
St Truiden,False,False
Antwerp,False,False
Cercle Brugge,True,False
Eupen,False,False
Charleroi,False,False
Westerlo,False,False
Standard,False,False
Genk,False,False
Gent,False,False
St. Gilloise,False,False
Oud-Heverlee Leuven,False,False
Club Brugge,False,False
Anderlecht,False,False
RWD Molenbeek,False,False
Kortrijk,False,False
Mechelen,True,False
Westerlo,False,False
Anderlecht,True,False
RWD Molenbeek,False,False
Charleroi,False,False
Eupen,False,False
Kortrijk,False,False
Antwerp,False,False
Oud-Heverlee Leuven,False,False
Genk,False,False
Gent,False,False
Mechelen,False,False
St Truiden,True,False
Club Brugge,True,False
Standard,False,False
St. Gilloise,False,False
Cercle Brugge,False,False
Kortrijk,False,False
Westerlo,False,False
Cercle Brugge,False,False
Antwerp,True,False
St Truiden,False,False
Oud-Heverlee Leuven,False,False
Gent,True,False
RWD Molenbeek,False,False
Mechelen,False,False
Club Brugge,False,False
Eupen,False,False
Genk,True,False
Anderlecht,False,False
Standard,False,False
Charleroi,False,False
St. Gilloise,True,False
Westerlo,True,False
Eupen,False,False
Oud-Heverlee Leuven,False,False
Cercle Brugge,False,False
RWD Molenbeek,True,False
St Truiden,False,False
Standard,False,False
Charleroi,False,False
Club Brugge,True,False
Gent,False,False
St. Gilloise,False,False
Mechelen,False,False
Antwerp,False,False
Anderlecht,False,False
Genk,True,False
Kortrijk,False,False
Cercle Brugge,True,False
Kortrijk,False,False
Mechelen,True,False
Standard,False,False
Gent,True,False
Oud-Heverlee Leuven,False,False
RWD Molenbeek,False,False
Club Brugge,True,False
Eupen,False,False
St. Gilloise,False,False
Antwerp,False,False
Westerlo,False,False
St Truiden,False,False
Charleroi,False,False
Anderlecht,False,False
Genk,False,False
Genk,True,False
Antwerp,False,False
Kortrijk,False,False
Gent,True,False
Oud-Heverlee Leuven,True,False
Eupen,False,False
Westerlo,True,False
RWD Molenbeek,False,False
Club Brugge,False,False
St. Gilloise,False,False
Standard,False,False
St Truiden,False,False
Anderlecht,True,False
Cercle Brugge,False,False
Charleroi,True,False
Mechelen,False,False
Gent,False,False
Mechelen,False,False
Genk,False,False
Cercle Brugge,False,False
Standard,False,False
Kortrijk,False,False
Club Brugge,True,False
Westerlo,False,False
Antwerp,True,False
Charleroi,False,False
St. Gilloise,False,False
St Truiden,False,False
Oud-Heverlee Leuven,False,False
Anderlecht,False,False
RWD Molenbeek,False,False
Eupen,False,False
Cercle Brugge,False,False
Standard,False,False
Kortrijk,False,False
Oud-Heverlee Leuven,False,False
Charleroi,False,False
Club Brugge,True,False
Gent,False,False
Westerlo,False,False
St Truiden,False,False
Genk,False,False
Eupen,False,False
Antwerp,False,False
Anderlecht,False,False
St. Gilloise,False,False
Mechelen,True,False
RWD Molenbeek,False,False
Club Brugge,False,False
Kortrijk,False,False
Westerlo,True,False
Cercle Brugge,False,False
Charleroi,False,False
Eupen,False,False
Oud-Heverlee Leuven,False,False
Genk,False,False
St. Gilloise,False,False
RWD Molenbeek,False,False
Standard,False,False
Antwerp,False,False
Mechelen,False,False
Anderlecht,False,False
St Truiden,True,False
Gent,False,False
RWD Molenbeek,False,False
Standard,False,False
Kortrijk,False,False
Charleroi,False,False
Westerlo,False,False
Oud-Heverlee Leuven,True,False
Genk,False,False
St. Gilloise,False,False
Antwerp,False,False
Club Brugge,False,False
Eupen,False,False
Mechelen,False,False
Anderlecht,False,False
Gent,False,False
Cercle Brugge,True,False
St Truiden,False,False
St Truiden,False,False
Kortrijk,False,False
Standard,False,False
Oud-Heverlee Leuven,False,False
St. Gilloise,False,False
Westerlo,False,False
Club Brugge,True,False
Eupen,False,False
RWD Molenbeek,False,False
Antwerp,True,False
Mechelen,False,False
Genk,False,False
Charleroi,False,False
Anderlecht,True,False
Gent,False,False
Cercle Brugge,False,False
Westerlo,False,False
Standard,False,False
Genk,True,False
RWD Molenbeek,False,False
Oud-Heverlee Leuven,False,False
Charleroi,False,False
Antwerp,False,False
Mechelen,False,False
Cercle Brugge,False,False
Club Brugge,False,False
Kortrijk,False,False
St. Gilloise,True,False
Anderlecht,True,False
St Truiden,False,False
Eupen,False,False
Gent,True,False
Charleroi,False,False
Genk,False,False
RWD Molenbeek,False,False
Oud-Heverlee Leuven,False,False
St Truiden,False,False
Westerlo,False,False
Mechelen,True,False
Kortrijk,False,False
Club Brugge,False,False
Anderlecht,False,False
Gent,False,False
Antwerp,False,False
St. Gilloise,False,False
Standard,False,False
Eupen,False,False
Cercle Brugge,True,False
Westerlo,False,False
Charleroi,False,False
Cercle Brugge,False,False
Mechelen,False,False
Oud-Heverlee Leuven,False,False
St. Gilloise,True,False
Standard,True,False
Gent,False,False
Genk,False,False
Club Brugge,True,False
Antwerp,True,False
St Truiden,False,False
Anderlecht,False,False
Eupen,False,False
Kortrijk,False,False
RWD Molenbeek,False,False
Mechelen,True,False
Westerlo,False,False
Kortrijk,False,False
Antwerp,False,False
Charleroi,False,False
Cercle Brugge,False,False
RWD Molenbeek,False,False
Anderlecht,True,False
Genk,False,False
Standard,False,False
Club Brugge,True,False
Oud-Heverlee Leuven,False,False
St. Gilloise,False,False
Gent,False,False
Eupen,False,False
St Truiden,False,False
Standard,True,False
Eupen,False,False
Anderlecht,False,False
Kortrijk,False,False
St Truiden,False,False
Club Brugge,False,False
Antwerp,False,False
St. Gilloise,False,False
Cercle Brugge,True,False
RWD Molenbeek,False,False
Gent,True,False
Charleroi,False,False
Oud-Heverlee Leuven,False,False
Mechelen,False,False
Westerlo,False,False
Genk,False,False
Gent,True,False
Standard,False,False
Oud-Heverlee Leuven,False,False
Mechelen,False,False
Anderlecht,False,False
Antwerp,False,False
St Truiden,True,False
Westerlo,False,False
Cercle Brugge,False,False
Club Brugge,False,False
Genk,False,False
St. Gilloise,False,False
Mechelen,False,False
St Truiden,False,False
Charleroi,False,False
RWD Molenbeek,False,False
Standard,False,False
Oud-Heverlee Leuven,False,False
Antwerp,False,False
Genk,False,False
St. Gilloise,False,False
Cercle Brugge,False,False
Eupen,False,False
Kortrijk,False,False
Club Brugge,True,False
Anderlecht,False,False
Westerlo,False,False
Gent,True,False
St Truiden,False,False
Standard,False,False
RWD Molenbeek,True,False
Eupen,False,False
Mechelen,False,False
Westerlo,False,False
Genk,False,False
Cercle Brugge,False,False
Club Brugge,True,False
Antwerp,False,False
Kortrijk,False,False
Charleroi,False,False
Anderlecht,False,False
St. Gilloise,False,False
Oud-Heverlee Leuven,False,False
Gent,False,False
Oud-Heverlee Leuven,False,False
St Truiden,False,False
Westerlo,False,False
Standard,False,False
Gent,True,False
Mechelen,False,False
Genk,False,False
Anderlecht,False,False
Cercle Brugge,False,False
Antwerp,False,False
Kortrijk,False,False
RWD Molenbeek,True,False
St. Gilloise,False,False
Club Brugge,False,False
Charleroi,False,False
Eupen,False,False
St Truiden,False,False
Gent,True,False
Standard,False,False
Mechelen,False,False
Westerlo,False,False
Oud-Heverlee Leuven,False,False
Anderlecht,True,False
Cercle Brugge,False,False
Club Brugge,True,False
Genk,False,False
Antwerp,False,False
St. Gilloise,True,False
Eupen,False,False
Charleroi,False,False
Mechelen,True,False
Oud-Heverlee Leuven,False,False
Standard,False,False
St Truiden,False,False
Gent,False,False
Westerlo,False,False
Genk,False,False
Club Brugge,True,False
Cercle Brugge,False,False
Anderlecht,False,False
St. Gilloise,True,False
Antwerp,False,False
RWD Molenbeek,False,False
Kortrijk,False,False
Westerlo,False,False
St Truiden,False,False
RWD Molenbeek,False,False
Charleroi,True,False
Mechelen,False,False
Gent,True,False
Cercle Brugge,True,False
Genk,False,False
Antwerp,False,False
Club Brugge,False,False
Oud-Heverlee Leuven,True,False
Standard,False,False
St. Gilloise,False,False
Anderlecht,False,False
Kortrijk,False,False
Eupen,False,False
Charleroi,True,False
Kortrijk,False,False
Eupen,True,False
RWD Molenbeek,False,False
Anderlecht,False,False
Genk,False,False
Gent,False,False
Oud-Heverlee Leuven,False,False
St Truiden,False,False
Mechelen,False,False
Antwerp,False,False
Cercle Brugge,False,False
Club Brugge,False,False
St. Gilloise,False,False
St Truiden,False,False
Oud-Heverlee Leuven,False,False
Westerlo,False,False
Mechelen,True,False
Standard,False,False
Gent,True,False
Cercle Brugge,False,False
St. Gilloise,False,False
Anderlecht,False,False
Club Brugge,False,False
Genk,False,False
Antwerp,False,False
Gent,True,False
St Truiden,False,False
Mechelen,False,False
Standard,False,False
Oud-Heverlee Leuven,False,False
Westerlo,False,False
Antwerp,True,False
Anderlecht,False,False
Club Brugge,False,False
Cercle Brugge,False,False
St. Gilloise,True,False
Genk,False,False
Genk,False,False
Gent,False,False
Celtic,True,False
Ross County,False,False
Dundee,False,False
Motherwell,False,False
Livingston,False,False
Aberdeen,False,False
St Johnstone,False,False
Hearts,True,False
Kilmarnock,False,False
Rangers,False,False
Hibernian,False,False
St Mirren,False,False
Rangers,True,False
Livingston,False,False
Ross County,True,False
St Johnstone,False,False
St Mirren,False,False
Dundee,False,False
Aberdeen,False,False
Celtic,True,False
Hearts,False,False
Kilmarnock,False,False
Motherwell,False,False
Hibernian,False,False
Ross County,False,False
Rangers,True,False
Celtic,False,False
St Johnstone,False,False
Hibernian,False,False
Livingston,False,False
Motherwell,False,False
Kilmarnock,False,False
Dundee,False,False
Hearts,False,False
St Mirren,False,False
Aberdeen,False,False
Kilmarnock,False,False
Ross County,False,False
Livingston,False,False
St Mirren,False,False
St Johnstone,False,False
Dundee,False,False
Rangers,False,False
Celtic,False,False
Aberdeen,False,False
Hibernian,True,False
Hearts,False,False
Motherwell,False,False
St Johnstone,False,False
Rangers,True,False
Celtic,True,False
Dundee,False,False
Hearts,True,False
Aberdeen,False,False
Kilmarnock,False,False
Hibernian,False,False
Motherwell,False,False
St Mirren,False,False
Ross County,False,False
Livingston,False,False
Livingston,False,False
Celtic,True,False
Dundee,False,False
Kilmarnock,False,False
Hibernian,True,False
St Johnstone,False,False
St Mirren,False,False
Hearts,False,False
Aberdeen,True,False
Ross County,False,False
Rangers,False,False
Motherwell,False,False
Motherwell,False,False
Celtic,False,False
Hibernian,False,False
Dundee,False,False
Kilmarnock,False,False
St Mirren,False,False
Rangers,False,False
Aberdeen,True,False
Ross County,False,False
Hearts,False,False
St Johnstone,False,False
Livingston,False,False
Celtic,True,False
Kilmarnock,False,False
Hearts,False,False
Hibernian,False,False
Livingston,True,False
Motherwell,False,False
St Mirren,False,False
Rangers,True,False
Aberdeen,False,False
St Johnstone,False,False
Kilmarnock,True,False
Livingston,False,False
Rangers,True,False
Hibernian,False,False
Hearts,False,False
Celtic,True,False
Dundee,False,False
Ross County,False,False
Hibernian,False,False
Celtic,False,False
Livingston,False,False
Dundee,True,False
Motherwell,False,False
Ross County,False,False
St Mirren,True,False
St Johnstone,False,False
Kilmarnock,True,False
Aberdeen,False,False
Rangers,False,False
Hearts,False,False
Hibernian,False,False
Ross County,False,False
Celtic,False,False
St Mirren,False,False
Dundee,False,False
Rangers,True,False
Hearts,False,False
Livingston,False,False
Motherwell,False,False
Aberdeen,True,False
St Johnstone,False,False
Kilmarnock,False,False
Ross County,False,False
Celtic,True,False
Kilmarnock,False,False
Motherwell,False,False
Dundee,False,False
Livingston,False,False
St Johnstone,False,False
Motherwell,False,False
St Mirren,False,False
Hibernian,False,False
Dundee,True,False
St Mirren,False,False
Hibernian,False,False
Kilmarnock,False,False
Motherwell,False,False
Hearts,False,False
St Johnstone,False,False
Ross County,False,False
Livingston,False,False
Rangers,True,False
Celtic,True,False
Aberdeen,False,False
Celtic,False,False
Motherwell,False,False
Dundee,False,False
Hibernian,False,False
Hearts,False,False
St Johnstone,False,False
Ross County,False,False
Kilmarnock,False,False
St Mirren,False,False
Livingston,False,False
Aberdeen,False,False
Rangers,False,False
Ross County,False,False
St Mirren,False,False
Kilmarnock,False,False
Hearts,False,False
Motherwell,False,False
Dundee,False,False
St Johnstone,False,False
Celtic,True,False
Hibernian,True,False
Aberdeen,False,False
Rangers,True,False
St Mirren,False,False
Ross County,True,False
Motherwell,False,False
Aberdeen,False,False
Kilmarnock,False,False
Celtic,True,False
Hibernian,False,False
St Johnstone,False,False
St Mirren,False,False
Hearts,False,False
Rangers,False,False
Aberdeen,False,False
Hearts,False,False
Livingston,False,False
Hibernian,False,False
Motherwell,False,False
St Johnstone,False,False
Rangers,True,False
Dundee,False,False
St Mirren,True,False
Ross County,False,False
Kilmarnock,False,False
Celtic,False,False
Celtic,False,False
Hearts,True,False
Livingston,False,False
Kilmarnock,False,False
Ross County,False,False
Dundee,False,False
St Johnstone,False,False
Hibernian,False,False
St Mirren,False,False
Motherwell,False,False
Aberdeen,False,False
Livingston,False,False
Rangers,True,False
St Johnstone,False,False
Celtic,True,False
Livingston,False,False
Hearts,True,False
St Mirren,False,False
Kilmarnock,False,False
St Johnstone,False,False
Motherwell,False,False
Rangers,True,False
Dundee,False,False
Celtic,True,False
Livingston,False,False
St Johnstone,False,False
St Mirren,False,False
Kilmarnock,False,False
Hibernian,False,False
Hearts,False,False
Celtic,False,False
Rangers,False,False
Aberdeen,False,False
St Mirren,True,False
Hearts,False,False
Ross County,False,False
Kilmarnock,False,False
Dundee,False,False
Motherwell,True,False
Livingston,False,False
Hibernian,False,False
Motherwell,False,False
Livingston,False,False
Hearts,False,False
Rangers,True,False
Kilmarnock,False,False
Ross County,False,False
Aberdeen,True,False
St Mirren,False,False
Celtic,True,False
Hearts,False,False
Dundee,False,False
Hibernian,False,False
Rangers,True,False
St Johnstone,False,False
Aberdeen,False,False
St Mirren,False,False
Rangers,False,False
Celtic,False,False
Ross County,False,False
Hearts,True,False
Aberdeen,False,False
Kilmarnock,False,False
Hibernian,False,False
Livingston,False,False
Dundee,True,False
St Johnstone,False,False
Motherwell,False,False
Aberdeen,False,False
Dundee,False,False
Livingston,False,False
Ross County,False,False
Aberdeen,False,False
Celtic,False,False
Dundee,False,False
Hearts,False,False
Hibernian,False,False
St Mirren,True,False
Motherwell,False,False
Kilmarnock,False,False
Rangers,True,False
Livingston,False,False
Ross County,False,False
St Johnstone,False,False
Motherwell,True,False
Ross County,False,False
Rangers,False,False
Aberdeen,False,False
Kilmarnock,False,False
Livingston,False,False
St Johnstone,False,False
Hearts,False,False
St Mirren,True,False
Dundee,False,False
Hibernian,False,False
Celtic,False,False
Dundee,False,False
St Johnstone,False,False
Aberdeen,False,False
Motherwell,False,False
Rangers,True,False
Ross County,False,False
Aberdeen,False,False
Hibernian,False,False
Celtic,False,False
Kilmarnock,False,False
Dundee,True,False
Ross County,False,False
Hearts,True,False
Motherwell,False,False
Livingston,False,False
St Mirren,False,False
St Johnstone,False,False
Rangers,True,False
Hibernian,False,False
Dundee,False,False
Kilmarnock,True,False
Aberdeen,False,False
Rangers,True,False
Hearts,False,False
Ross County,False,False
Livingston,False,False
St Mirren,True,False
St Johnstone,False,False
Motherwell,False,False
Celtic,True,False
Ross County,False,False
St Mirren,False,False
Aberdeen,False,False
St Johnstone,True,False
Celtic,True,False
Dundee,False,False
Hearts,False,False
Hibernian,False,False
Kilmarnock,False,False
Rangers,False,False
Livingston,False,False
Motherwell,True,False
Dundee,False,False
Kilmarnock,False,False
Hibernian,True,False
Ross County,False,False
Rangers,False,False
Motherwell,False,False
St Johnstone,False,False
Livingston,False,False
St Mirren,False,False
Aberdeen,False,False
Hearts,True,False
Celtic,False,False
Dundee,False,False
Aberdeen,False,False
Ross County,False,False
Hibernian,False,False
Celtic,True,False
St Johnstone,False,False
Hibernian,True,False
Livingston,False,False
Kilmarnock,True,False
St Mirren,False,False
Motherwell,False,False
Aberdeen,False,False
Ross County,False,False
Hearts,False,False
Aberdeen,False,False
Ross County,False,False
Hearts,False,False
Kilmarnock,False,False
Motherwell,False,False
St Mirren,False,False
Rangers,True,False
Hibernian,False,False
St Johnstone,False,False
Dundee,False,False
Livingston,False,False
Celtic,True,False
Dundee,False,False
Motherwell,False,False
Hibernian,False,False
St Johnstone,False,False
Kilmarnock,False,False
Ross County,False,False
Livingston,False,False
Aberdeen,False,False
St Mirren,False,False
Hearts,False,False
Rangers,False,False
Celtic,False,False
Aberdeen,False,False
Dundee,False,False
Celtic,True,False
St Mirren,False,False
Hearts,True,False
Livingston,False,False
Motherwell,False,False
Hibernian,False,False
St Johnstone,False,False
Kilmarnock,True,False
Ross County,False,False
Rangers,False,False
Dundee,False,False
Rangers,False,False
Aberdeen,False,False
Motherwell,False,False
Kilmarnock,False,False
Hearts,False,False
Livingston,True,False
Ross County,False,False
St Johnstone,False,False
Hibernian,True,False
St Mirren,False,False
Rangers,False,False
Dundee,False,False
Celtic,False,False
Aberdeen,False,False
St Johnstone,False,False
Celtic,True,False
Hearts,False,False
Dundee,False,False
St Mirren,True,False
Motherwell,True,False
Livingston,False,False
Ross County,False,False
Hibernian,False,False
Rangers,True,False
Kilmarnock,False,False
Celtic,False,False
Rangers,False,False
Hearts,True,False
Dundee,False,False
Livingston,False,False
St Johnstone,False,False
Ross County,False,False
Motherwell,True,False
St Mirren,False,False
Kilmarnock,False,False
Hibernian,False,False
Aberdeen,True,False
Rangers,True,False
Dundee,False,False
Kilmarnock,False,False
Celtic,True,False
Aberdeen,True,False
Livingston,False,False
Hibernian,True,False
Motherwell,False,False
St Johnstone,False,False
Ross County,False,False
St Mirren,False,False
Hearts,False,False
Celtic,False,False
St Mirren,False,False
Dundee,False,False
Kilmarnock,False,False
Hearts,False,False
Rangers,False,False
Livingston,False,False
Hibernian,False,False
Motherwell,False,False
St Johnstone,False,False
Ross County,False,False
Aberdeen,False,False
LA Galaxy,False,False
LA Galaxy,False,False
LA Galaxy,False,False
LA Galaxy,True,False
LA Galaxy,False,False
LA Galaxy,False,False
LA Galaxy,True,False
LA Galaxy,False,False
LA Galaxy,False,False
LA Galaxy,True,False
LA Galaxy,False,False
LA Galaxy,True,False
LA Galaxy,True,False
LA Galaxy,False,False
LA Galaxy,False,False
LA Galaxy,True,False
LA Galaxy,False,False
LA Galaxy,False,False
LA Galaxy,False,False
LA Galaxy,False,False
LA Galaxy,False,False
LA Galaxy,False,False
LA Galaxy,True,False
LA Galaxy,False,False
LA Galaxy,False,False
LA Galaxy,False,False
LA Galaxy,False,False
LA Galaxy,False,False
LA Galaxy,False,False
LA Galaxy,False,False
LA Galaxy,True,False
LA Galaxy,False,False
LA Galaxy,True,False
LA Galaxy,False,False
LA Galaxy,False,False
LAFC,False,False
LAFC,False,False
LAFC,False,False
LAFC,False,False
LAFC,False,False
LAFC,False,False
LAFC,False,False
LAFC,False,False
LAFC,False,False
LAFC,False,False
LAFC,False,False
LAFC,True,False
LAFC,True,False
LAFC,False,False
LAFC,True,True
LAFC,False,False
LAFC,False,False
LAFC,True,False
LAFC,True,False
LAFC,False,False
LAFC,False,False
LAFC,False,False
LAFC,False,False
LAFC,False,False
LAFC,False,False
LAFC,False,False
LAFC,True,False
LAFC,False,False
LAFC,False,False
LAFC,False,False
LAFC,False,False
LAFC,False,False
LAFC,False,False
LAFC,True,False
LAFC,False,False
Inter Miami,False,False
Inter Miami,False,False
Inter Miami,False,False
Inter Miami,False,False
Inter Miami,True,False
Inter Miami,False,False
Inter Miami,False,False
Inter Miami,False,False
Inter Miami,True,False
Inter Miami,False,False
Inter Miami,False,False
Inter Miami,False,False
Inter Miami,True,False
Inter Miami,False,False
Inter Miami,False,False
Inter Miami,False,False
Inter Miami,False,False
Inter Miami,True,False
Inter Miami,False,False
Inter Miami,True,False
Inter Miami,False,False
Inter Miami,False,False
Inter Miami,True,False
Inter Miami,False,False
Inter Miami,False,False
Inter Miami,False,False
Inter Miami,False,False
Inter Miami,False,False
Inter Miami,False,False
Inter Miami,False,False
Inter Miami,False,False
Inter Miami,True,False
Inter Miami,False,False
Inter Miami,True,True
Inter Miami,True,False
Columbus Crew,False,False
Columbus Crew,False,False
Columbus Crew,False,False
Columbus Crew,False,False
Columbus Crew,True,True
Columbus Crew,True,False
Columbus Crew,True,False
Columbus Crew,False,False
Columbus Crew,True,False
Columbus Crew,False,False
Columbus Crew,False,False
Columbus Crew,False,False
Columbus Crew,False,False
Columbus Crew,True,False
Columbus Crew,False,False
Columbus Crew,False,False
Columbus Crew,True,False
Columbus Crew,False,False
Columbus Crew,True,False
Columbus Crew,False,False
Columbus Crew,False,False
Columbus Crew,True,False
Columbus Crew,False,False
Columbus Crew,True,False
Columbus Crew,False,False
Columbus Crew,False,False
Columbus Crew,False,False
Columbus Crew,False,False
Columbus Crew,False,False
Columbus Crew,False,False
Columbus Crew,False,False
Columbus Crew,True,False
Columbus Crew,True,False
Columbus Crew,True,False
Columbus Crew,True,False
FC Cincinnati,False,False
FC Cincinnati,False,False
FC Cincinnati,False,False
FC Cincinnati,False,False
FC Cincinnati,False,False
FC Cincinnati,False,False
FC Cincinnati,False,False
FC Cincinnati,False,False
FC Cincinnati,False,False
FC Cincinnati,True,False
FC Cincinnati,False,False
FC Cincinnati,False,False
FC Cincinnati,False,False
FC Cincinnati,True,False
FC Cincinnati,False,False
FC Cincinnati,False,False
FC Cincinnati,False,False
FC Cincinnati,False,False
FC Cincinnati,False,False
FC Cincinnati,True,False
FC Cincinnati,True,False
FC Cincinnati,True,False
FC Cincinnati,False,False
FC Cincinnati,False,False
FC Cincinnati,False,False
FC Cincinnati,False,False
FC Cincinnati,False,False
FC Cincinnati,False,False
FC Cincinnati,True,True
FC Cincinnati,False,False
FC Cincinnati,False,False
FC Cincinnati,False,False
FC Cincinnati,True,False
FC Cincinnati,False,False
FC Cincinnati,True,True
Seattle Sounders,False,False
Seattle Sounders,False,False
Seattle Sounders,False,False
Seattle Sounders,False,False
Seattle Sounders,True,False
Seattle Sounders,False,False
Seattle Sounders,False,False
Seattle Sounders,True,False
Seattle Sounders,False,False
Seattle Sounders,True,True
Seattle Sounders,False,False
Seattle Sounders,True,False
Seattle Sounders,False,False
Seattle Sounders,False,False
Seattle Sounders,False,False
Seattle Sounders,True,False
Seattle Sounders,False,False
Seattle Sounders,False,False
Seattle Sounders,False,False
Seattle Sounders,False,False
Seattle Sounders,False,False
Seattle Sounders,True,True
Seattle Sounders,False,False
Seattle Sounders,False,False
Seattle Sounders,False,False
Seattle Sounders,True,False
Seattle Sounders,False,False
Seattle Sounders,True,False
Seattle Sounders,False,False
Seattle Sounders,True,False
Seattle Sounders,True,False
Seattle Sounders,True,False
Seattle Sounders,False,False
Seattle Sounders,False,False
Seattle Sounders,True,False
Atlanta United,True,False
Atlanta United,False,False
Atlanta United,False,False
Atlanta United,False,False
Atlanta United,True,False
Atlanta United,False,False
Atlanta United,False,False
Atlanta United,False,False
Atlanta United,False,False
Atlanta United,False,False
Atlanta United,False,False
Atlanta United,False,False
